holder_name,holder_ticker,held_name,held_ticker,cusip,shares_held,market_value_usd,ownership_pct,report_date,position_type,filing_type,manager_name,contact_email
Renaissance Technologies,RNTC,UnitedHealth Group,UNH,91324P102,34808431,25401812272.33,0.8166,2024-06-30,Decreased,13F-HR,Sarah Hernandez,sarah.hernandez@renaissanc.com
Wellington Management,WMGI,Adobe Inc,ADBE,00724F101,31319291,17138647224.85,0.5516,2024-06-30,New,13F-NT,Sarah Hernandez,sarah.hernandez@wellington.com
Goldman Sachs AM,GS,Coca-Cola Co,KO,191216100,7337994,4618590254.52,0.0943,2024-12-31,Unchanged,13F-HR,Lisa Taylor,lisa.taylor@goldmansac.com
Citadel Advisors,CDLC,Exxon Mobil,XOM,30231G102,17728566,14107417626.17,0.9038,2025-12-31,Unchanged,13F-HR,James Martinez,james.martinez@citadeladv.com
Wellington Management,WMGI,Tesla Inc,TSLA,88160R101,27271017,7727605007.63,0.3846,2024-03-31,Decreased,13F-NT,Karen Martinez,karen.martinez@wellington.com
AQR Capital Management,AQRC,Adobe Inc,ADBE,00724F101,14539943,1398859538.58,0.7792,2024-03-31,New,13F-HR,Lisa Jackson,lisa.jackson@aqrcapital.com
Baupost Group,BPST,Intel Corp,INTC,458140100,19820019,2752622075.62,1.0340,2025-09-30,Increased,13F-HR,Daniel White,daniel.white@baupostgro.com
Baupost Group,BPST,Alphabet Inc,GOOGL,02079K305,16023135,4828517984.20,0.2085,2024-06-30,Unchanged,13F-HR,Dorothy Hernandez,dorothy.hernandez@baupostgro.com
AQR Capital Management,AQRC,UnitedHealth Group,UNH,91324P102,30180467,9126715603.18,0.3926,2025-03-31,Decreased,13F-HR,Thomas Hernandez,thomas.hernandez@aqrcapital.com
Morgan Stanley IM,MS,Meta Platforms,META,30303M102,46316333,28387974215.01,0.9595,2024-09-30,Increased,13F-HR,Robert Moore,robert.moore@morganstan.com
Morgan Stanley IM,MS,NVIDIA Corp,NVDA,67066G104,44323479,5711609348.84,3.1201,2025-09-30,Unchanged,13F-NT,Robert Jackson,robert.jackson@morganstan.com
Millennium Management,MLNM,Pfizer Inc,PFE,717081103,22272291,16391493569.28,0.3935,2024-03-31,Increased,13F-HR,Richard Anderson,richard.anderson@millennium.com
T. Rowe Price,TROW,Procter & Gamble,PG,742718109,39411991,26998639312.58,0.6414,2024-09-30,Unchanged,13F-HR,Thomas Thomas,thomas.thomas@troweprice.com
Vanguard Group,VGI,Exxon Mobil,XOM,30231G102,12609273,5678198665.51,0.1673,2025-03-31,Decreased,13F-HR,Robert Davis,robert.davis@vanguardgr.com
BlackRock Inc,BLK,Berkshire Hathaway,BRK.B,084670702,14371401,11261273154.51,0.2149,2026-07-15,Decreased,13F-HR,Karen Moore,karen.moore@blackrocki.com
Vanguard Group,VGI,Johnson & Johnson,JNJ,478160104,31381951,22255785978.81,0.6679,2025-03-31,Increased,13F-HR,William Thompson,william.thompson@vanguardgr.com
Millennium Management,MLNM,Johnson & Johnson,JNJ,478160104,1071294,654918271.67,0.0621,2024-09-30,Unchanged,13F-HR,William White,william.white@millennium.com
Two Sigma Investments,TWSM,Procter & Gamble,PG,742718109,32155608,2993012752.78,2.5130,2024-09-30,Increased,13F-NT,Sarah Garcia,sarah.garcia@twosigmain.com
Fidelity Investments,FNF,Visa Inc,V,92826C839,6329066,4797398918.94,0.0872,2024-06-30,Unchanged,13F-HR,Daniel Hernandez,daniel.hernandez@fidelityin.com
State Street Corp,STT,Procter & Gamble,PG,742718109,14241510,1957974577.83,0.5360,2025-09-30,New,13F-HR,Nancy Anderson,nancy.anderson@statestree.com
Vanguard Group,VGI,Home Depot,HD,437076102,15646213,6921966867.07,0.2079,2024-03-31,New,13F-HR,James Anderson,james.anderson@vanguardgr.com
Wellington Management,WMGI,Adobe Inc,ADBE,00724F101,9022124,2041557063.20,0.2088,2024-06-30,Decreased,13F-HR,Margaret Jones,margaret.jones@wellington.com
Wellington Management,WMGI,Berkshire Hathaway,BRK.B,084670702,3340978,1090708131.04,0.0467,2024-06-30,New,13F-HR,Karen Jones,karen.jones@wellington.com
Fidelity Investments,FNF,Walt Disney Co,DIS,254687106,23208669,13652851088.13,1.2564,2025-09-30,New,13F-HR,Dorothy Jackson,dorothy.jackson@fidelityin.com
AQR Capital Management,AQRC,JPMorgan Chase,JPM,46625H100,48612709,8742801845.73,2.6831,2024-12-31,Unchanged,13F-HR,David Johnson,david.johnson@aqrcapital.com
BlackRock Inc,BLK,Tesla Inc,TSLA,88160R101,31468870,5618034979.93,0.5491,2024-09-30,Unchanged,13F-HR,Richard Martinez,richard.martinez@blackrocki.com
DE Shaw & Co,DSHW,Alphabet Inc,GOOGL,02079K305,29747443,2729678038.36,0.5004,2025-09-30,Unchanged,13F-NT,Susan Taylor,susan.taylor@deshaw&co.com
State Street Corp,STT,Procter & Gamble,PG,742718109,32358458,2756997078.71,0.6018,2025-12-31,Unchanged,13F-HR,Dorothy Williams,dorothy.williams@statestree.com
Capital Group,CGBL,Walt Disney Co,DIS,254687106,34886865,20540133684.69,1.3226,2025-12-31,Increased,13F-HR,Sarah Lopez,sarah.lopez@capitalgro.com
BlackRock Inc,BLK,Microsoft Corp,MSFT,594918104,49660440,26595286538.01,0.7770,2024-12-31,Unchanged,13F-HR,Mark Garcia,mark.garcia@blackrocki.com
BlackRock Inc,BLK,Apple Inc,AAPL,037833100,38125275,18687893233.68,1.9662,2025-03-31,Unchanged,13F-HR,Steven Thompson,steven.thompson@blackrocki.com
Renaissance Technologies,RNTC,Tesla Inc,TSLA,88160R101,24441764,15326736311.15,0.4028,2025-06-30,Unchanged,13F-HR,Richard Garcia,richard.garcia@renaissanc.com
Millennium Management,MLNM,Bank of America,BAC,060505104,16668196,10613528101.52,0.2521,2025-03-31,Decreased,13F-HR,James Martinez,james.martinez@millennium.com
Millennium Management,MLNM,Meta Platforms,META,30303M102,9163833,1781119193.05,0.1191,2025-12-31,Increased,13F-HR,Richard Martinez,richard.martinez@millennium.com
AQR Capital Management,AQRC,JPMorgan Chase,JPM,46625H100,45270828,25369710319.76,0.5922,2025-12-31,Unchanged,13F-HR,William Davis,william.davis@aqrcapital.com
JP Morgan Asset Mgmt,JPM,Salesforce Inc,CRM,79466L302,8545182,5754967204.07,0.2859,2024-09-30,Unchanged,13F-HR,Patricia Davis,patricia.davis@jpmorganas.com
BlackRock Inc,BLK,Alphabet Inc,GOOGL,02079K305,42464678,11912260436.05,1.3644,2025-09-30,New,13F-HR,Lisa Johnson,lisa.johnson@blackrocki.com
Morgan Stanley IM,MS,Pfizer Inc,PFE,,967892,690249421.20,0.0225,2025-03-31,Increased,13F-HR,Dorothy Jones,dorothy.jones@morganstan.com
Two Sigma Investments,TWSM,Berkshire Hathaway,BRK.B,084670702,44863891,26099892031.10,0.8221,2025-12-31,Unchanged,13F-HR,Mark Garcia,mark.garcia@twosigmain.com
JP Morgan Asset Mgmt,JPM,Bank of America,BAC,060505104,46763428,18097440069.74,0.7520,2024-03-31,Unchanged,13F-HR,Michael Williams,michael.williams@jpmorganas.com
Bridgewater Associates,BWTR,NVIDIA Corp,NVDA,67066G104,13298932,5312226235.62,0.1913,2024-09-30,Unchanged,13F-HR,David Moore,david.moore@bridgewate.com
Goldman Sachs AM,GS,Pfizer Inc,PFE,717081103,12788193,1196643922.53,0.3840,2025-09-30,Unchanged,13F-HR,Thomas Hernandez,thomas.hernandez@goldmansac.com
Morgan Stanley IM,MS,Johnson & Johnson,JNJ,478160104,14048424,2968854358.99,0.7387,2024-06-30,Decreased,13F-HR,Steven White,steven.white@morganstan.com
Citadel Advisors,CDLC,Pfizer Inc,PFE,717081103,29647249,18367298052.72,0.6897,2025-09-30,New,13F-HR,Patricia Jackson,patricia.jackson@citadeladv.com
Goldman Sachs AM,GS,Netflix Inc,NFLX,64110L106,25679011,16175062610.76,1.2573,2024-03-31,Decreased,13F-NT,Margaret Martin,margaret.martin@goldmansac.com
Two Sigma Investments,TWSM,Pfizer Inc,PFE,717081103,2356415,1579552578.84,0.0422,2024-09-30,New,13F-HR,Thomas Lopez,thomas.lopez@twosigmain.com
Renaissance Technologies,RNTC,Chevron Corp,CVX,166764100,299497,25887487.22,0.0090,2024-09-30,Unchanged,13F-NT,Lisa Smith,lisa.smith@renaissanc.com
Citadel Advisors,CDLC,Walt Disney Co,DIS,254687106,20762214,4535211663.07,0.5515,2025-12-31,Unchanged,13F-NT,Thomas Jones,thomas.jones@citadeladv.com
Appaloosa Management,APLS,Tesla Inc,TSLA,88160R101,6501271,4787513766.33,0.1074,2025-12-31,New,13F-HR,Thomas Thompson,thomas.thompson@appaloosam.com
BlackRock Inc,BLK,Microsoft Corp,MSFT,594918104,32684820,15169930243.31,1.0965,2025-09-30,Unchanged,13F-HR,James Thomas,james.thomas@blackrocki.com
Millennium Management,MLNM,Chevron Corp,CVX,166764100,36238172,14297509786.15,0.5553,2024-03-31,New,13F-HR,Elizabeth Taylor,elizabeth.taylor@millennium.com
Two Sigma Investments,TWSM,NVIDIA Corp,NVDA,67066G104,6473515,2777271373.28,0.4217,2024-06-30,Decreased,13F-HR,Dorothy Jackson,dorothy.jackson@twosigmain.com
Morgan Stanley IM,MS,UnitedHealth Group,UNH,91324P102,2520340,2006389033.25,0.0421,2025-12-31,Unchanged,13F-HR,Michael Jones,michael.jones@morganstan.com
BlackRock Inc,BLK,Walt Disney Co,DIS,254687106,16943365,5964877405.06,0.4985,2025-06-30,Decreased,13F-HR,James Thompson,james.thompson@blackrocki.com
Baupost Group,BPST,Coca-Cola Co,KO,191216100,43465550,14145361520.82,4.4142,2025-09-30,Decreased,13F-HR,Patricia Williams,patricia.williams@baupostgro.com
State Street Corp,STT,Berkshire Hathaway,BRK.B,084670702,45935693,26064704935.24,0.6176,2025-06-30,Unchanged,13F-NT,Nancy Lopez,nancy.lopez@statestree.com
Goldman Sachs AM,GS,Bank of America,BAC,060505104,9579424,1876900721.54,0.1861,2024-09-30,Decreased,13F-NT,David Thomas,david.thomas@goldmansac.com
Morgan Stanley IM,MS,Exxon Mobil,XOM,30231G102,42070375,8692234802.15,1.7608,2025-12-31,Decreased,13F-HR,Elizabeth Davis,elizabeth.davis@morganstan.com
Bridgewater Associates,BWTR,Amazon.com Inc,AMZN,023135106,33682873,14146031003.83,1.0318,2025-03-31,New,13F-HR,Patricia Davis,patricia.davis@bridgewate.com
Wellington Management,WMGI,Johnson & Johnson,JNJ,478160104,37717635,5455994548.02,0.8808,2024-06-30,New,13F-NT,Sarah Hernandez,sarah.hernandez@wellington.com
Bridgewater Associates,BWTR,Johnson & Johnson,JNJ,478160104,15955186,514486848.23,0.5037,2025-09-30,Unchanged,13F-HR,Michael Taylor,michael.taylor@bridgewate.com
Millennium Management,MLNM,Alphabet Inc,GOOGL,02079K305,29742276,4350370029.50,1.0619,2025-09-30,Increased,13F-HR,Mark Anderson,mark.anderson@millennium.com
Capital Group,CGBL,Intel Corp,INTC,458140100,5708658,454929372.24,0.0820,2025-03-31,New,13F-NT,Mark Smith,mark.smith@capitalgro.com
Renaissance Technologies,RNTC,Exxon Mobil,XOM,30231G102,40807488,24221643131.73,0.6348,2024-03-31,Unchanged,13F-NT,William Thomas,william.thomas@renaissanc.com
Goldman Sachs AM,GS,Pfizer Inc,PFE,717081103,27740235,1530084955.31,3.4631,2025-09-30,Decreased,13F-HR,Richard Hernandez,richard.hernandez@goldmansac.com
Capital Group,CGBL,UnitedHealth Group,UNH,91324P102,946179,339505477.88,0.0216,2025-06-30,Increased,13F-HR,Richard White,richard.white@capitalgro.com
Point72 Asset Mgmt,PT72,NVIDIA Corp,NVDA,67066G104,37580827,13249801494.31,1.5126,2025-06-30,Increased,13F-HR,Daniel Garcia,daniel.garcia@point72ass.com
Bridgewater Associates,BWTR,Chevron Corp,CVX,166764100,34851543,6272561330.07,1.1049,2025-12-31,New,13F-HR,David Davis,david.davis@bridgewate.com
Morgan Stanley IM,MS,Johnson & Johnson,JNJ,478160104,30220772,18492057240.49,0.3856,2024-03-31,Unchanged,13F-NT,Mark Moore,mark.moore@morganstan.com
JP Morgan Asset Mgmt,JPM,Microsoft Corp,MSFT,594918104,13317356,1905977124.56,0.2029,2025-12-31,Unchanged,13F-NT,Daniel Taylor,daniel.taylor@jpmorganas.com
Point72 Asset Mgmt,PT72,Amazon.com Inc,AMZN,023135106,13440121,6450472586.47,0.9621,2024-03-31,New,13F-HR,Susan Martin,susan.martin@point72ass.com
Appaloosa Management,APLS,NVIDIA Corp,NVDA,67066G104,21069838,11595262222.82,0.3240,2025-06-30,Increased,13F-HR,Richard Brown,richard.brown@appaloosam.com
Vanguard Group,VGI,Home Depot,HD,437076102,1052205,42585385.07,0.0270,2024-03-31,Decreased,13F-HR,Nancy Lopez,nancy.lopez@vanguardgr.com
Two Sigma Investments,TWSM,Apple Inc,AAPL,037833100,2570290,820884254.48,0.0356,2025-12-31,Decreased,13F-NT,Lisa Martin,lisa.martin@twosigmain.com
Citadel Advisors,CDLC,NVIDIA Corp,NVDA,67066G104,28009871,2096595466.65,0.5229,2025-03-31,New,13F-HR,Mark Garcia,mark.garcia@citadeladv.com
Wellington Management,WMGI,Pfizer Inc,PFE,717081103,45497092,35131186458.24,0.7230,2024-12-31,Unchanged,13F-HR,Karen Moore,karen.moore@wellington.com
T. Rowe Price,,Pfizer Inc,PFE,717081103,28054339,4070562216.27,0.6736,2025-03-31,Decreased,13F-NT,Jennifer Martinez,jennifer.martinez@troweprice.com
Baupost Group,BPST,Home Depot,HD,437076102,15547103,8988465443.32,0.4214,2025-12-31,New,13F-NT,Elizabeth Taylor,elizabeth.taylor@baupostgro.com
Two Sigma Investments,TWSM,Apple Inc,AAPL,037833100,3620366,960544260.90,0.7063,2099-13-45,Unchanged,13F-HR,William Lopez,william.lopez@twosigmain.com
Point72 Asset Mgmt,PT72,Microsoft Corp,MSFT,594918104,15765164,8076581694.07,0.3538,2024-06-30,Unchanged,13F-HR,Lisa Williams,lisa.williams@point72ass.com
Two Sigma Investments,TWSM,Pfizer Inc,PFE,717081103,2494183,998289962.17,0.0362,2025-03-31,Increased,13F-HR,Susan Lopez,susan.lopez@twosigmain.com
Citadel Advisors,CDLC,Apple Inc,AAPL,037833100,783739,492530660.86,0.0226,2024-03-31,Decreased,13F-HR,James Williams,james.williams@citadeladv.com
Capital Group,CGBL,Berkshire Hathaway,BRK.B,084670702,45602511,15806532405.16,1.8160,2025-12-31,Increased,13F-HR,Mark Johnson,mark.johnson@capitalgro.com
Vanguard Group,VGI,Salesforce Inc,CRM,79466L302,42406173,32195853135.20,1.9140,2024-09-30,Decreased,13F-NT,Daniel Johnson,daniel.johnson@vanguardgr.com
State Street Corp,STT,Walt Disney Co,DIS,254687106,27442074,18792194091.59,0.4100,2025-12-31,Decreased,13F-HR,Patricia Lopez,patricia.lopez@statestree.com
Bridgewater Associates,BWTR,JPMorgan Chase,JPM,46625H100,41151538,24859657975.66,0.6205,2025-03-31,Increased,13F-HR,William Martinez,william.martinez@bridgewate.com
Appaloosa Management,APLS,Apple Inc,AAPL,037833100,23438148,3997167096.10,0.5514,2024-06-30,Unchanged,13F-HR,James Garcia,james.garcia@appaloosam.com
Two Sigma Investments,TWSM,Coca-Cola Co,KO,191216100,3600556,395446957.64,0.1061,2024-09-30,Unchanged,13F-HR,David Brown,david.brown@twosigmain.com
DE Shaw & Co,DSHW,Apple Inc,AAPL,037833100,31467695,14382235639.54,0.7299,2024-03-31,Increased,13F-HR,Richard Anderson,richard.anderson@deshaw&co.com
Capital Group,CGBL,Home Depot,HD,437076102,25792627,8578765570.41,4.8499,2024-06-30,Decreased,13F-HR,Mark Anderson,mark.anderson@capitalgro.com
Morgan Stanley IM,MS,Exxon Mobil,XOM,30231G102,6081061,888564587.60,0.2034,2025-03-31,Unchanged,13F-HR,Steven Anderson,steven.anderson@morganstan.com
DE Shaw & Co,DSHW,Procter & Gamble,PG,742718109,6894690,2584715927.86,0.3724,2024-03-31,Increased,13F-HR,William Hernandez,william.hernandez@deshaw&co.com
Bridgewater Associates,BWTR,UnitedHealth Group,UNH,91324P102,28687217,19443665298.01,3.6833,2024-06-30,New,13F-HR,Karen Jones,karen.jones@bridgewate.com
Wellington Management,WMGI,Netflix Inc,NFLX,64110L106,1269167,735352349.73,0.0404,2024-03-31,Unchanged,13F-HR,Robert Williams,robert.williams@wellington.com
DE Shaw & Co,DSHW,Netflix Inc,NFLX,64110L106,19254746,2056175810.67,0.3811,2024-03-31,Increased,13F-NT,Robert Lopez,robert.lopez@deshaw&co.com
BlackRock Inc,BLK,NVIDIA Corp,NVDA,67066G104,48625731,15954052587.89,7.7599,2025-09-30,Decreased,13F-HR,Mark Garcia,mark.garcia@blackrocki.com
T. Rowe Price,TROW,Tesla Inc,TSLA,88160R101,12272762,7991523462.29,0.9268,2024-03-31,Increased,13F-NT,Mark Moore,mark.moore@troweprice.com
Two Sigma Investments,TWSM,Cisco Systems,CSCO,17275R102,108013,42686199.36,0.0083,2025-06-30,Decreased,13F-HR,Elizabeth Hernandez,elizabeth.hernandez@twosigmain.com
AQR Capital Management,AQRC,Exxon Mobil,XOM,30231G102,45695244,19644035513.13,4.1563,2025-12-31,Unchanged,13F-HR,Karen Brown,karen.brown@aqrcapital.com
Fidelity Investments,FNF,Alphabet Inc,GOOGL,02079K305,6085309,3403817996.94,0.1208,2024-06-30,Increased,13F-HR,Nancy Taylor,nancy.taylor@fidelityin.com
State Street Corp,STT,Exxon Mobil,XOM,30231G102,43048666,15495265136.10,0.9992,2025-06-30,Unchanged,13F-NT,Dorothy Thomas,dorothy.thomas@statestree.com
Bridgewater Associates,BWTR,Berkshire Hathaway,BRK.B,084670702,31232607,13104090916.20,1.6060,2024-03-31,Unchanged,13F-HR,Steven Moore,steven.moore@bridgewate.com
JP Morgan Asset Mgmt,JPM,Apple Inc,AAPL,037833100,31557649,2665526201.51,0.4075,2025-09-30,Unchanged,13F-HR,Karen Williams,karen.williams@jpmorganas.com
Fidelity Investments,FNF,Procter & Gamble,PG,742718109,2713288,1160653573.28,0.2698,2025-03-31,Decreased,13F-HR,Elizabeth Taylor,elizabeth.taylor@fidelityin.com
Goldman Sachs AM,GS,UnitedHealth Group,UNH,91324P102,21179891,8430369227.19,0.2878,2024-06-30,Increased,13F-NT,Michael Garcia,michael.garcia@goldmansac.com
Capital Group,CGBL,Procter & Gamble,PG,742718109,42283909,7985159403.61,0.7161,2025-09-30,Decreased,13F-HR,Patricia Thompson,patricia.thompson@capitalgro.com
T. Rowe Price,TROW,Chevron Corp,CVX,166764100,38440757,792610971.26,0.5646,2024-12-31,New,13F-HR,Lisa Davis,lisa.davis@troweprice.com
DE Shaw & Co,DSHW,Chevron Corp,CVX,166764100,34636351,1269302942.38,0.4350,2025-09-30,Increased,13F-HR,Robert Rodriguez,robert.rodriguez@deshaw&co.com
BlackRock Inc,BLK,UnitedHealth Group,UNH,91324P102,32272506,9994371849.60,0.7153,2025-12-31,Unchanged,13F-HR,Susan Taylor,susan.taylor@blackrocki.com
Capital Group,CGBL,Chevron Corp,CVX,166764100,16580100,5048672057.53,0.2847,2025-06-30,Increased,13F-NT,Lisa White,lisa.white@capitalgro.com
Wellington Management,WMGI,Exxon Mobil,XOM,30231G102,20176421,10727825791.63,0.3016,2025-03-31,Increased,13F-HR,Mark Thomas,mark.thomas@wellington.com
Goldman Sachs AM,GS,JPMorgan Chase,JPM,46625H100,28759480,18092753944.61,0.7338,2025-06-30,Unchanged,13F-HR,Nancy Thomas,nancy.thomas@goldmansac.com
JP Morgan Asset Mgmt,JPM,NVIDIA Corp,NVDA,67066G104,15291731,2243149977.63,0.2033,2025-06-30,Unchanged,13F-HR,Susan Martinez,susan.martinez@jpmorganas.com
Renaissance Technologies,RNTC,NVIDIA Corp,NVDA,67066G104,31774045,6804860858.46,0.7526,2024-09-30,New,13F-HR,Lisa Martinez,lisa.martinez@renaissanc.com
Capital Group,CGBL,Amazon.com Inc,AMZN,023135106,29744381,6396434019.83,0.8326,2025-09-30,New,13F-HR,Thomas Jones,thomas.jones@capitalgro.com
Baupost Group,BPST,Alphabet Inc,GOOGL,02079K305,8994743,1965567776.82,0.2374,2025-09-30,Unchanged,13F-NT,Michael Martinez,michael.martinez@baupostgro.com
Fidelity Investments,FNF,Coca-Cola Co,KO,191216100,44517958,28179090522.41,2.7808,2024-12-31,Unchanged,13F-NT,Michael Hernandez,michael.hernandez@fidelityin.com
Renaissance Technologies,RNTC,JPMorgan Chase,JPM,46625H100,29373271,1202533389.04,1.4932,2024-06-30,Increased,13F-NT,Karen Williams,karen.williams@renaissanc.com
State Street Corp,STT,Bank of America,BAC,060505104,26212906,18380450945.87,0.5262,2024-03-31,Decreased,13F-HR,Daniel Taylor,daniel.taylor@statestree.com
Renaissance Technologies,RNTC,Alphabet Inc,GOOGL,02079K305,3427832,1578210018.06,0.0493,2025-12-31,New,13F-HR,Steven Miller,steven.miller@renaissanc.com
Point72 Asset Mgmt,PT72,Walt Disney Co,DIS,254687106,32354697,24847183212.87,0.6634,2025-09-30,Increased,13F-HR,Richard Thomas,richard.thomas@point72ass.com
Morgan Stanley IM,MS,NVIDIA Corp,NVDA,67066G104,1059481,465285047.10,0.0202,2025-03-31,Increased,13F-NT,Daniel Rodriguez,daniel.rodriguez@morganstan.com
Two Sigma Investments,TWSM,Tesla Inc,TSLA,88160R101,30207105,20700820837.79,4.8001,2025-12-31,Increased,13F-HR,Richard White,richard.white@twosigmain.com
T. Rowe Price,TROW,Microsoft Corp,MSFT,594918104,25308915,2006447099.04,0.7558,2025-09-30,New,13F-NT,Dorothy Jackson,dorothy.jackson@troweprice.com
Capital Group,CGBL,Walt Disney Co,DIS,254687106,9799216,5906053593.13,0.1983,2025-03-31,Unchanged,13F-HR,William Martinez,william.martinez@capitalgro.com
Fidelity Investments,FNF,Meta Platforms,META,30303M102,1495743,1063538064.35,0.0940,2024-06-30,Decreased,13F-HR,Steven Garcia,steven.garcia@fidelityin.com
Goldman Sachs AM,GS,Chevron Corp,CVX,166764100,7718008,784764667.58,0.3981,2025-09-30,Increased,13F-HR,David Williams,david.williams@goldmansac.com
Point72 Asset Mgmt,PT72,Intel Corp,INTC,458140100,10814473,7850944245.87,0.2621,2024-03-31,New,13F-HR,Nancy Smith,nancy.smith@point72ass.com
AQR Capital Management,AQRC,Pfizer Inc,PFE,717081103,12008740,854258416.45,0.1806,2024-09-30,Unchanged,13F-HR,Elizabeth Brown,elizabeth.brown@aqrcapital.com
Morgan Stanley IM,MS,Pfizer Inc,PFE,717081103,44051044,7255116398.89,1.9364,2024-06-30,Increased,13F-HR,Margaret Johnson,margaret.johnson@morganstan.com
T. Rowe Price,TROW,Microsoft Corp,MSFT,594918104,9317443,990601423.33,0.1393,2025-06-30,New,13F-HR,Daniel Thompson,daniel.thompson@troweprice.com
Capital Group,CGBL,Johnson & Johnson,JNJ,478160104,37515839,8651631329.71,1.4690,2025-09-30,Decreased,13F-HR,Richard Taylor,richard.taylor@capitalgro.com
Baupost Group,BPST,Berkshire Hathaway,BRK.B,084670702,22827968,6054558072.18,0.3334,2024-03-31,Increased,13F-NT,Karen Lopez,karen.lopez@baupostgro.com
Millennium Management,MLNM,Microsoft Corp,MSFT,594918104,13515483,2272326718.82,0.3241,2024-09-30,New,13F-HR,Susan Moore,susan.moore@millennium.com
BlackRock Inc,BLK,Amazon.com Inc,AMZN,023135106,N/A,2465734899.34,0.5458,2024-06-30,Increased,13F-HR,Robert Davis,robert.davis@blackrocki.com
Goldman Sachs AM,GS,Netflix Inc,NFLX,64110L106,9868411,6903610359.02,0.2975,2024-09-30,Increased,13F-HR,Lisa Brown,lisa.brown@goldmansac.com
Morgan Stanley IM,MS,NVIDIA Corp,NVDA,67066G104,18618447,11657803580.02,0.8684,2024-06-30,Decreased,13F-HR,William Johnson,william.johnson@morganstan.com
Fidelity Investments,FNF,Meta Platforms,META,30303M102,17592164,12627509921.54,1.9580,2025-03-31,Increased,13F-HR,Karen Taylor,karen.taylor@fidelityin.com
AQR Capital Management,AQRC,Chevron Corp,CVX,166764100,28331224,14862537443.69,4.2996,2025-09-30,Increased,13F-HR,Sarah Rodriguez,sarah.rodriguez@aqrcapital.com
Renaissance Technologies,RNTC,Apple Inc,AAPL,037833100,3215371,2468559955.67,0.0539,2025-09-30,New,13F-NT,Margaret Hernandez,margaret.hernandez@renaissanc.com
Baupost Group,BPST,Chevron Corp,CVX,166764100,17808686,4384717404.02,0.3681,2024-03-31,Increased,13F-NT,Dorothy Garcia,dorothy.garcia@baupostgro.com
Goldman Sachs AM,GS,Microsoft Corp,MSFT,594918104,9320309,950725961.62,0.1508,2024-03-31,Increased,13F-HR,Mark Davis,mark.davis@goldmansac.com
Renaissance Technologies,RNTC,Intel Corp,INTC,458140100,35897228,13695940431.40,0.4948,2025-03-31,Decreased,13F-HR,Susan Jackson,susan.jackson@renaissanc.com
Goldman Sachs AM,GS,Adobe Inc,ADBE,00724F101,5944925,1918206176.52,0.1361,2025-06-30,Increased,13F-HR,Robert Davis,robert.davis@goldmansac.com
DE Shaw & Co,DSHW,Berkshire Hathaway,BRK.B,084670702,21624722,9718425708.69,1.2562,2025-09-30,New,13F-NT,William White,william.white@deshaw&co.com
DE Shaw & Co,DSHW,Amazon.com Inc,AMZN,023135106,46329015,13526663377.49,0.5872,2024-12-31,Increased,13F-HR,Daniel White,daniel.white@deshaw&co.com
Wellington Management,WMGI,Meta Platforms,META,30303M102,6480814,2140618743.69,0.5878,2024-12-31,Unchanged,13F-HR,Richard Martinez,richard.martinez@wellington.com
Capital Group,CGBL,Johnson & Johnson,JNJ,478160104,9021207,262067388.63,0.2746,2024-09-30,Increased,13F-HR,Richard Martin,richard.martin@capitalgro.com
Wellington Management,WMGI,Meta Platforms,META,30303M102,20614461,7689205551.51,0.2875,2025-06-30,Increased,13F-HR,Michael Jackson,michael.jackson@wellington.com
Citadel Advisors,CDLC,UnitedHealth Group,UNH,91324P102,30033075,3177261688.29,0.4462,2025-03-31,New,13F-NT,Patricia Johnson,patricia.johnson@citadeladv.com
Point72 Asset Mgmt,PT72,Adobe Inc,ADBE,00724F101,29967881,4632077286.83,0.5990,2024-09-30,Increased,13F-HR,William Brown,william.brown@point72ass.com
Renaissance Technologies,RNTC,Chevron Corp,CVX,166764100,42560084,5634057921.73,0.5524,2025-03-31,Unchanged,13F-NT,Thomas Smith,thomas.smith@renaissanc.com
Morgan Stanley IM,MS,NVIDIA Corp,NVDA,67066G104,37570086,27237300418.81,3.2780,2025-09-30,Increased,13F-HR,Daniel White,daniel.white@morganstan.com
BlackRock Inc,BLK,Adobe Inc,ADBE,00724F101,26945221,3612398232.67,0.3913,2025-03-31,Increased,13F-HR,Daniel Rodriguez,daniel.rodriguez@blackrocki.com
Millennium Management,MLNM,Procter & Gamble,PG,742718109,42295357,31838557115.57,4.7394,2025-06-30,Unchanged,13F-HR,Mark Johnson,mark.johnson@millennium.com
Goldman Sachs AM,GS,Alphabet Inc,GOOGL,02079K305,41585000,3096041927.15,3.1242,2025-03-31,Decreased,13F-NT,Karen Moore,karen.moore@goldmansac.com
Two Sigma Investments,TWSM,JPMorgan Chase,JPM,46625H100,8515908,5626572809.14,0.2621,2025-06-30,Increased,13F-NT,Margaret Moore,margaret.moore@twosigmain.com
Two Sigma Investments,TWSM,Home Depot,HD,437076102,34052709,9977658092.09,5.2446,2024-06-30,New,13F-NT,Daniel Williams,daniel.williams@twosigmain.com
AQR Capital Management,AQRC,Pfizer Inc,PFE,717081103,15915015,5762808316.30,1.3513,2025-03-31,Unchanged,13F-HR,Richard Davis,richard.davis@aqrcapital.com
