buyer_name,buyer_ticker,supplier_name,supplier_ticker,relationship_type,supply_concentration_pct,product_category,effective_date,contract_value_usd,supplier_address,contact_email
Coca-Cola Co,KO,Accenture plc,ACN,Service Provider,2.71,IT Services,2025-11-24,2426978.18,,joseph.holland@accentureplc.com
JPMorgan Chase,JPM,FactSet Research,FDS,Service Provider,3.42,Data Feeds,2025-11-18,5708225.04,"2354 Ryan Parkways Suite 447, North Tylerburgh, VI 85449",micheal.dunn@factsetresea.com
Procter & Gamble,PG,Deloitte,DLT,Service Provider,1.21,Consulting,2023-09-13,389131.25,"037 Green Harbor Suite 691, South Christopherburgh, DE 44807",robert.roberts@deloitte.com
Nike Inc,NKE,IBM Corp,IBM,Service Provider,5.11,Cloud,2023-03-06,9526149.97,"50509 Gilbert Squares, Garciaborough, DE 43741",george.smith@ibmcorp.com
FactSet Research,FDS,FedEx Corp,FDX,Logistics Partner,14.56,Express Delivery,2025-12-06,9483009.35,"09462 Lance Oval, Port Robertville, MP 49680",andrew.goodwin@fedexcorp.com
AMD Inc,AMD,Workday Inc,WDAY,Service Provider,4.81,Finance,2022-08-20,720267.94,,
General Electric,GE,FedEx Corp,FDX,Logistics Partner,13.15,Express Delivery,2025-03-01,3347242.42,,
Ford Motor Co,F,FedEx Corp,FDX,Logistics Partner,10.62,Freight,2024-05-26,4561758.9,,
FactSet Research,FDS,Workday Inc,WDAY,Service Provider,2.93,Finance,2022-07-26,1611637.33,,
Microsoft Corp,MSFT,CrowdStrike,CRWD,Service Provider,7.47,Endpoint Security,2022-05-29,142688.8,"091 Crystal Heights Apt. 161, South Garrettport, MH 04295",norman.stewart@crowdstrike.com
PepsiCo Inc,PEP,IBM Corp,IBM,Service Provider,19.82,IT Infrastructure,2022-11-05,7029877.27,,lorraine.kramer@ibmcorp.com
FactSet Research,FDS,Accenture plc,ACN,Service Provider,17.94,Consulting,2022-03-29,4718770.02,"084 Christopher River Suite 521, Hoodton, SC 04131",elizabeth.trujillo@accentureplc.com
NVIDIA Corp,NVDA,Sumco Corp,3436.T,Direct Supplier,19.22,Silicon Wafers,2024-10-21,1989092.88,"74033 Baker River Suite 093, New Daniel, IN 52036",stephen.stanley@sumcocorp.com
Oracle Corp,ORCL,FedEx Corp,FDX,Logistics Partner,12.26,Express Delivery,2022-11-30,5238561.38,"06206 Kyle Springs Suite 991, Thomasburgh, MP 77855",jorge.hicks@fedexcorp.com
Tesla Inc,TSLA,Workday Inc,WDAY,Service Provider,6.85,HR Software,2024-04-11,742595.97,"USNS Brown, FPO AE 34514",teresa.brooks@workdayinc.com
General Motors,GM,Denso Corp,6902.T,Tier 2 Supplier,5.55,Engine Components,2023-09-24,7246636.79,"7626 Carol View Suite 362, Sparkstown, LA 34815",jennifer.lee@densocorp.com
Merck & Co,MRK,Workday Inc,WDAY,Service Provider,6.02,HR Software,2025-04-25,9399588.85,"55740 Rebecca Union Suite 595, Hendersonmouth, MN 74593",michele.lee@workdayinc.com
Netflix Inc,NFLX,ServiceNow Inc,NOW,Service Provider,16.73,IT Service Management,2022-04-01,4305821.03,"5592 Jasmine Radial Suite 688, Leachshire, MH 28972",patrick.reese@servicenowin.com
Apple Inc,AAPL,Deloitte,DLT,Service Provider,6.17,Consulting,2024-11-08,3040661.05,"0139 Mary Rapid Apt. 567, Holtport, WI 89171",nathan.simpson@deloitte.com
Merck & Co,MRK,Workday Inc,WDAY,Service Provider,11.72,Finance,2025-08-03,4542162.51,"76660 Johnston Spring Suite 085, South Christopher, AR 55664",shawn.brown@workdayinc.com
Johnson & Johnson,JNJ,Thermo Fisher,TMO,Direct Supplier,16.45,Lab Equipment,2023-08-13,3643155.27,"656 Norris Forges, Mccormickport, NJ 64982",jared.duran@thermofisher.com
Chevron Corp,CVX,Halliburton Co,HAL,Service Provider,14.32,Production,2025-07-13,3620897.27,"7125 Vance Ferry, East Melissatown, AK 72927",elizabeth.fry@halliburtonc.com
Apple Inc,AAPL,Texas Instruments,TXN,Direct Supplier,11.91,Power Management ICs,2024-09-21,2181656.23,"93149 Laura Port, West Amandastad, CA 66818",erica.rubio@texasinstrum.com
JPMorgan Chase,JPM,SS&C Technologies,SSNC,Service Provider,2.4,Fund Administration,2025-12-11,7635740.62,"114 Ashley Rest, Williamport, DE 37757",joan.torres@ss&ctechnolo.com
Oracle Corp,ORCL,DHL Express,DHL.DE,Logistics Partner,12.57,International Shipping,2023-06-13,9568550.68,,
General Electric,GE,FedEx Corp,FDX,Logistics Partner,13.86,Express Delivery,2022-07-24,9479046.28,,
NVIDIA Corp,NVDA,IBM Corp,IBM,Service Provider,3.7,Cloud,2024-09-06,6116241.51,"12683 Michael Lodge Apt. 420, Williamsland, WI 13152",charles.shaw@ibmcorp.com
Home Depot,HD,DHL Express,DHL.DE,Logistics Partner,15.38,International Shipping,2025-01-07,1820185.63,"61395 Deleon Islands Apt. 118, Kaitlinburgh, IN 83411",shaun.beck@dhlexpress.com
FactSet Research,FDS,UPS Inc,UPS,Logistics Partner,7.94,Shipping,2023-06-02,1960630.31,"PSC 2921, Box 3511, APO AP 83946",robert.becker@upsinc.com
Intel Corp,INTC,TSMC,TSM,Contract Manufacturer,5.37,Wafer Fabrication,2022-01-05,211960.61,"58385 Leah Fort Suite 781, South Justinview, VT 57350",melissa.cook@tsmc.com
Intel Corp,INTC,SAP SE,SAP,Service Provider,,Business Software,2024-10-06,2227716.92,"959 Lee Cliffs, Bellton, MN 27227",rachel.smith@sapse.com
Oracle Corp,ORCL,Datadog Inc,DDOG,Service Provider,4.58,Observability,2025-08-13,3618804.72,"119 Hernandez Course, Lake Jenniferview, SD 30799",haley.castillo@datadoginc.com
NVIDIA Corp,NVDA,Micron Technology,MU,Direct Supplier,-73.95,DRAM Modules,2022-09-17,4413631.03,"8364 Christopher Loop, Bethstad, WA 72916",jimmy.grant@microntechno.com
General Motors,GM,Iron Mountain,IRM,Service Provider,1.69,Records Management,2025-05-30,420157.55,,
FactSet Research,FDS,UPS Inc,UPS,Logistics Partner,15.56,Supply Chain,2023-08-06,3238803.7,"091 Lee Views, Costaburgh, ND 17241",shannon.calderon@upsinc.com
Walt Disney Co,DIS,Workday Inc,WDAY,Service Provider,13.23,HR Software,2022-06-24,1964646.0,"5826 Fisher Landing Apt. 620, East Jasmineborough, AS 67132",david.crawford@workdayinc.com
Amazon.com Inc,AMZN,SAP SE,SAP,Service Provider,,Business Software,2023-09-26,6407543.13,"412 Michelle Crest, Williamshaven, NE 01050",christopher.ochoa@sapse.com
Merck & Co,MRK,SAP SE,SAP,Service Provider,6.31,Business Software,2023-01-04,5735526.7,"Unit 1721 Box 4364, DPO AE 71537",jennifer.barry@sapse.com
Boeing Co,BA,Iron Mountain,IRM,Service Provider,16.48,Data Storage,2023-01-15,7616157.33,"53244 Travis Lodge, Kellyfort, WY 52786",jerry.berry@ironmountain.com
Alphabet Inc,GOOGL,IBM Corp,IBM,Service Provider,11.05,Cloud,2023-01-20,6411012.62,,laura.hernandez@ibmcorp.com
Adobe Inc,ADBE,Cloudflare Inc,NET,Service Provider,2.55,CDN,2023-09-25,9219298.33,"5231 Harvey Fields Suite 775, Heatherberg, OK 74800",emily.king@cloudflarein.com
Adobe Inc,ADBE,,,Service Provider,12.6,Network Security,2022-12-04,3394307.3,"46554 Adkins Crossroad, East Kathleenside, KY 97157",elizabeth.little@paloaltonetw.com
JPMorgan Chase,JPM,ServiceNow Inc,NOW,Service Provider,7.43,IT Service Management,2024-07-07,7528484.2,"03577 Dean Crest Apt. 404, New Patrick, IL 49655",theresa.lynch@servicenowin.com
AMD Inc,AMD,ASML Holding,ASML,Direct Supplier,5.43,DUV Systems,2025-11-15,8314187.76,"3454 Rebecca Corners Apt. 802, Khanburgh, PW 05264",tiffany.moore@asmlholding.com
Home Depot,HD,FedEx Corp,FDX,Logistics Partner,7.25,Freight,2024-10-25,7611278.69,,edward.jones@fedexcorp.com
Tesla Inc,TSLA,IBM Corp,IBM,Service Provider,10.93,Cloud,2025-10-17,895808.81,"70598 Moon Greens Suite 143, Crawfordburgh, NC 51778",kevin.fernandez@ibmcorp.com
Goldman Sachs,GS,Acme Widget Corp,ACME,Logistics Partner,8.51,Supply Chain,2025-09-15,356650.56,"15406 Rodriguez Mountain Suite 927, Jeffreyville, CO 96414",samuel.short@upsinc.com
Salesforce Inc,CRM,Workday Inc,WDAY,Service Provider,10.06,Finance,2022-08-12,6446044.72,"8939 Todd Vista, Goodwinbury, OR 72709",melvin.white@workdayinc.com
Broadcom Inc,AVGO,Stark Industries,STRK,Service Provider,3.89,Audit,2022-06-21,6346555.68,,
Eli Lilly,LLY,Workday Inc,WDAY,Service Provider,16.23,Finance,2024-12-30,5352124.53,,
Broadcom Inc,AVGO,Samsung Electronics,005930.KS,Contract Manufacturer,-40.51,Foundry Services,2022-05-27,5454759.91,"USS Phillips, FPO AE 46448",robert.williams@samsungelect.com
Coca-Cola Co,KO,Acme Widget Corp,ACME,Service Provider,19.7,HR Software,2025-11-02,9033891.01,"64385 Alexis Islands Apt. 723, Rodneymouth, GU 56286",kaitlin.guerra@workdayinc.com
Starbucks Corp,SBUX,UPS Inc,UPS,Logistics Partner,15.56,Shipping,2025-03-26,3611735.49,"90534 Carter Walks Apt. 042, Lisaberg, KY 45057",katie.watkins@upsinc.com
Ford Motor Co,F,IBM Corp,IBM,Service Provider,1.09,IT Infrastructure,2024-09-17,2601435.57,"29758 Sherman Meadow Apt. 713, Brownberg, KS 39672",william.smith@ibmcorp.com
Home Depot,HD,DHL Express,DHL.DE,Logistics Partner,14.46,International Shipping,2023-06-05,6301411.4,,craig.newman@dhlexpress.com
Nike Inc,NKE,ServiceNow Inc,NOW,Service Provider,7.22,IT Service Management,2023-10-08,9288231.75,"782 Lee Plains Apt. 324, South Christopher, DE 87676",matthew.stewart@servicenowin.com
Intel Corp,INTC,FedEx Corp,FDX,Logistics Partner,19.82,Freight,2024-05-13,2111729.01,,
AMD Inc,AMD,SAP SE,SAP,Service Provider,6.16,ERP,2022-09-23,2388348.88,"599 Alexis Tunnel, New Kenneth, DC 36544",daniel.blake@sapse.com
Qualcomm Inc,QCOM,Micron Technology,MU,Direct Supplier,14.72,NAND Storage,2022-05-24,118488.97,"88424 Young Creek, Charlesville, DE 53961",victoria.cook@microntechno.com
Cisco Systems,CSCO,Accenture plc,ACN,Service Provider,10.41,Consulting,2022-05-28,6964627.06,"82658 Horne Mountains, Port Katieport, NC 78113",john.gray@accentureplc.com
PepsiCo Inc,PEP,FedEx Corp,FDX,Logistics Partner,2.22,Freight,2023-06-24,1923820.29,"0960 Jessica Orchard, Gordonhaven, MO 49461",michael.williams@fedexcorp.com
FactSet Research,FDS,Accenture plc,ACN,Service Provider,9.69,IT Services,2022-12-02,5792716.22,"234 Tara Land Suite 985, West Mariotown, SD 44426",gina.cruz@accentureplc.com
Nike Inc,NKE,Wayne Enterprises,WAYN,Service Provider,11.94,Consulting,2024-03-06,3580306.11,"USS Berry, FPO AP 55780",ann.moran@accentureplc.com
Qualcomm Inc,QCOM,SK Hynix,000660.KS,Direct Supplier,13.09,NAND Flash,2023-04-08,3482326.59,"868 Deanna Turnpike Suite 341, South Suzanneshire, TN 53288",joshua.wilson@skhynix.com
Coca-Cola Co,KO,Iron Mountain,IRM,Service Provider,18.7,Data Storage,2023-11-26,8089860.03,,
AMD Inc,AMD,Applied Materials,AMAT,Direct Supplier,11.63,Etch Systems,2024-09-26,3983422.1,"73920 Jessica Stream Apt. 546, Lake Bryan, MH 21350",james.clark@appliedmater.com
Lockheed Martin,LMT,IBM Corp,IBM,Service Provider,16.19,IT Infrastructure,2025-07-06,6613897.94,"4998 Kristen Overpass Apt. 677, East Andrewburgh, LA 98969",micheal.williams@ibmcorp.com
Johnson & Johnson,JNJ,UPS Inc,UPS,Logistics Partner,6.45,Shipping,2024-11-07,2281204.07,"566 Graham Forest Apt. 723, Bridgesstad, MP 55188",michelle.young@upsinc.com
Boeing Co,BA,Workday Inc,WDAY,Service Provider,3.65,Finance,2025-06-29,4598280.49,"9804 Brian Flats, Briantown, CA 51441",timothy.blair@workdayinc.com
PepsiCo Inc,PEP,FedEx Corp,FDX,Logistics Partner,,Freight,2025-01-12,5488869.34,"PSC 4281, Box 6441, APO AP 90017",nicholas.smith@fedexcorp.com
Eli Lilly,LLY,Charles River Labs,CRL,Service Provider,7.61,Safety Testing,2024-11-28,8954512.87,"836 Wells Drive Suite 047, Gregoryhaven, TX 05877",brian.marshall@charlesriver.com
Alphabet Inc,GOOGL,FedEx Corp,FDX,Logistics Partner,14.09,Freight,2022-10-06,4702311.43,,kenneth.tucker@fedexcorp.com
Salesforce Inc,CRM,Akamai Technologies,AKAM,Service Provider,2.71,CDN,2025-12-27,6018559.12,"Unit 4680 Box 1314, DPO AE 31990",michelle.murphy@akamaitechno.com
AMD Inc,AMD,Applied Materials,AMAT,Direct Supplier,8.14,Etch Systems,2022-02-05,8407914.25,"USNS Lopez, FPO AA 45048",stephen.elliott@appliedmater.com
AMD Inc,AMD,SAP SE,SAP,Service Provider,13.27,Business Software,2025-07-25,1614987.0,"PSC 8294, Box 0782, APO AP 50182",jennifer.williams@sapse.com
Broadcom Inc,AVGO,FedEx Corp,FDX,Logistics Partner,10.61,Freight,2022-11-12,8378597.8,"67333 Sean Island, Port Kenneth, TN 07377",christina.mendez@fedexcorp.com
Ford Motor Co,F,SAP SE,SAP,Service Provider,8.64,ERP,2025-02-14,2452277.33,"9657 Pearson Shores Suite 786, North Oliviamouth, CA 96807",walter.williams@sapse.com
Coca-Cola Co,KO,Workday Inc,WDAY,Service Provider,19.14,Finance,2024-03-28,6941271.0,,
JPMorgan Chase,JPM,IBM Corp,IBM,Service Provider,3.8,Cloud,2024-12-06,6117563.79,"56996 Christian Junctions, West Logan, LA 93618",patrick.mitchell@ibmcorp.com
NVIDIA Corp,NVDA,Micron Technology,MU,Direct Supplier,15.79,DRAM Modules,2023-07-08,9653179.56,"77127 Terry Islands, Hollandmouth, ID 79350",ann.woodard@microntechno.com
Texas Instruments,TXN,Samsung Electronics,005930.KS,Contract Manufacturer,8.16,Foundry Services,2023-11-18,6649291.03,"0166 Spencer Trace Suite 778, Jerryberg, ME 81517",nicholas.bishop@samsungelect.com
Alphabet Inc,GOOGL,UPS Inc,UPS,Logistics Partner,12.75,Shipping,2022-12-14,7254589.66,"888 Bryan Extension Suite 381, Sheilaberg, PA 27660",travis.palmer@upsinc.com
Chevron Corp,CVX,SAP SE,SAP,Service Provider,3.42,Business Software,2022-01-04,9490441.64,"634 Richard Ranch Suite 897, Rodriguezton, SD 33130",scott.wood@sapse.com
General Electric,GE,Deloitte,DLT,Service Provider,19.35,Audit,2022-10-28,6965347.44,,deanna.galloway@deloitte.com
PepsiCo Inc,PEP,Accenture plc,ACN,Service Provider,-67.94,Consulting,2023-08-28,8114539.21,,alan.jackson@accentureplc.com
NVIDIA Corp,NVDA,Workday Inc,WDAY,Service Provider,15.09,HR Software,2024-01-15,6659228.65,"30854 Miller Run, Johnchester, AR 87659",christopher.wilkerson@workdayinc.com
PepsiCo Inc,PEP,Workday Inc,WDAY,Service Provider,4.77,HR Software,2022-07-01,9510785.94,"118 Hunt Way Apt. 109, South Mary, OR 85613",kathleen.spence@workdayinc.com
PepsiCo Inc,PEP,SAP SE,SAP,Service Provider,8.81,Business Software,2025-01-23,5784705.91,"6577 Medina Burgs Suite 453, Port William, PA 04287",kristina.baker@sapse.com
Alphabet Inc,GOOGL,SAP SE,SAP,Service Provider,2.66,Business Software,2024-03-11,8984561.31,"28276 Ronald Freeway Apt. 594, Cherylstad, LA 54757",brittney.ball@sapse.com
Ford Motor Co,F,Accenture plc,ACN,Service Provider,2.2,Consulting,2023-12-09,4551485.96,"26876 Parker Shores, Crawfordport, OK 59198",lauren.mitchell@accentureplc.com
Coca-Cola Co,KO,Workday Inc,WDAY,Service Provider,7.76,HR Software,2025-02-15,5323418.55,"0842 Jasmine Mill Suite 119, Port Annahaven, CT 22396",jeremy.hoffman@workdayinc.com
Goldman Sachs,GS,UPS Inc,UPS,Logistics Partner,13.06,Supply Chain,2023-11-05,5437506.35,"00239 Michael Forge Apt. 336, Lake Carl, WI 01139",chase.lewis@upsinc.com
Merck & Co,MRK,Charles River Labs,CRL,Service Provider,1.27,Preclinical Services,2024-12-12,4379829.42,"7205 Scott Burg Suite 308, Martinezfurt, AS 35048",joanna.ewing@charlesriver.com
General Electric,GE,Iron Mountain,IRM,Service Provider,13.54,Data Storage,2025-03-02,7684698.38,"5574 Sims Stream, East Veronica, AR 36182",kevin.kent@ironmountain.com
Nike Inc,NKE,Iron Mountain,IRM,Service Provider,2.84,Data Storage,2024-11-05,7098121.48,"3909 Brown Rapids Suite 663, North Deniseborough, MS 19518",michelle.rangel@ironmountain.com
Meta Platforms Inc,META,DHL Express,DHL.DE,Logistics Partner,14.81,International Shipping,2024-11-13,6140121.72,"98579 Hall Meadow Apt. 831, New Erin, MD 54034",curtis.lee@dhlexpress.com
Microsoft Corp,MSFT,Workday Inc,WDAY,Service Provider,1.07,HR Software,2023-12-29,220357.23,"79891 Murphy Greens, Port Chadville, NJ 82595",taylor.murphy@workdayinc.com
General Electric,GE,ServiceNow Inc,NOW,Service Provider,16.73,IT Service Management,2024-04-12,643746.52,"6941 Berg Cove Apt. 985, Lindabury, GA 27342",alexandra.smith@servicenowin.com
Starbucks Corp,SBUX,SAP SE,SAP,Service Provider,8.08,ERP,2022-10-18,406883.38,"732 Smith Radial Suite 856, Websterton, WV 69149",matthew.byrd@sapse.com
JPMorgan Chase,JPM,DHL Express,DHL.DE,Logistics Partner,12.77,International Shipping,2025-09-10,8655639.19,,
Broadcom Inc,AVGO,TSMC,TSM,Contract Manufacturer,9.74,Wafer Fabrication,2025-12-20,6612416.27,"1317 Hall Locks Apt. 647, Edwardhaven, SC 52751",valerie.davis@tsmc.com
Intel Corp,INTC,ASML Holding,ASML,Direct Supplier,3.32,EUV Lithography Equipment,2025-08-06,6704482.49,"76751 Carlson Keys, West Christopher, MD 99379",robert.alvarez@asmlholding.com
Costco Wholesale,COST,UPS Inc,UPS,Logistics Partner,6.01,Supply Chain,2024-05-18,6713362.01,"63056 Curtis Run, Durhammouth, SC 05031",nathaniel.simpson@upsinc.com
Goldman Sachs,GS,FactSet Research,FDS,Service Provider,9.32,Data Feeds,2024-12-09,7651211.8,"78141 Sandra Trafficway, Tannerchester, NV 08167",christina.gonzalez@factsetresea.com
Walt Disney Co,DIS,Iron Mountain,IRM,Service Provider,19.55,Data Storage,2024-08-07,7729758.33,"3731 Amanda Groves, Suttonfort, KY 14203",victoria.morgan@ironmountain.com
Caterpillar Inc,CAT,Illinois Tool Works,ITW,Direct Supplier,25.28,Welding Equipment,2022-10-09,1136804.49,"Unit 1387 Box 5927, DPO AP 14568",rachel.medina@illinoistool.com
Meta Platforms Inc,META,ServiceNow Inc,NOW,Service Provider,13.53,IT Service Management,2023-02-26,6964902.4,"91714 Hutchinson Villages Suite 183, Sherimouth, DC 97372",patricia.nguyen@servicenowin.com
Walt Disney Co,DIS,FedEx Corp,FDX,Logistics Partner,6.17,Express Delivery,2024-09-12,846158.92,"302 Floyd Lights Suite 249, Coxfort, WY 96809",patrick.tanner@fedexcorp.com
Walt Disney Co,DIS,Accenture plc,ACN,Service Provider,13.26,IT Services,2023-04-15,3018759.6,,
Adobe Inc,ADBE,Google Cloud,GOOGL,Service Provider,4.2,Data Analytics,2025-08-21,9185723.32,"07837 Daniel Pike, West Bonnie, ME 14802",monica.davis@googlecloud.com
PepsiCo Inc,PEP,IBM Corp,IBM,Service Provider,6.12,Cloud,2023-12-09,6686195.34,,
PepsiCo Inc,PEP,Workday Inc,WDAY,Service Provider,14.01,Finance,2022-11-04,9393017.19,,
Alphabet Inc,GOOGL,SAP SE,SAP,Service Provider,7.44,ERP,2025-01-05,980688.45,"94616 David Extension Suite 726, North Matthewton, GA 95419",jose.adams@sapse.com
Home Depot,HD,ServiceNow Inc,NOW,Service Provider,11.17,IT Service Management,2023-09-03,6831008.13,,
Walt Disney Co,DIS,Deloitte,DLT,Service Provider,14.91,Audit,2023-02-06,9607147.49,,
Salesforce Inc,CRM,Umbrella Corp,UMBR,Service Provider,3.45,Audit,2024-05-16,4296873.71,"4815 Carroll Court Suite 238, East Joanneburgh, KS 42721",david.drake@deloitte.com
FactSet Research,FDS,Deloitte,DLT,Service Provider,17.64,Audit,2022-12-06,8306008.17,"42755 Gray Ferry, North Jenniferport, OR 03683",duane.thompson@deloitte.com
Cisco Systems,CSCO,,,Logistics Partner,13.96,International Shipping,2022-02-07,5547334.8,"66656 Adam Mission, Riversberg, GA 72541",jennifer.crawford@dhlexpress.com
Intel Corp,INTC,IBM Corp,IBM,Service Provider,7.64,IT Infrastructure,2023-04-05,6518933.73,"91307 Barnes Loop, South Warren, RI 62315",christine.randall@ibmcorp.com
Qualcomm Inc,QCOM,Tokyo Electron,8035.T,Direct Supplier,15.07,Etch Systems,2023-12-15,7820633.84,"260 Dawn Mission Suite 795, East Michelle, WA 37529",andrea.hicks@tokyoelectro.com
Amazon.com Inc,AMZN,ServiceNow Inc,NOW,Service Provider,18.28,IT Service Management,2025-08-31,8727523.16,"1037 Clark Estates, Aaronhaven, GU 95690",lisa.thompson@servicenowin.com
Walt Disney Co,DIS,Iron Mountain,IRM,Service Provider,8.44,Records Management,2025-10-23,3279444.56,,
Starbucks Corp,SBUX,Workday Inc,WDAY,Service Provider,8.25,Finance,2022-12-01,4030590.79,"91218 Moore Fields, Christopherland, LA 95361",charlene.wood@workdayinc.com
Johnson & Johnson,JNJ,SAP SE,SAP,Service Provider,19.99,Business Software,2023-05-06,9412860.92,"92767 Joel Mission Apt. 886, Port Ronald, OR 46949",thomas.jensen@sapse.com
Tesla Inc,TSLA,LG Energy Solution,373220.KS,Direct Supplier,16.06,EV Batteries,2023-02-18,2970951.17,"283 Tucker Motorway, Port Ericchester, WI 85718",craig.roberts@lgenergysolu.com
Tesla Inc,TSLA,,,Logistics Partner,1.99,Express Delivery,2023-04-26,4735777.61,"4053 Jenkins Centers Suite 897, Pagestad, KS 21313",judy.krueger@fedexcorp.com
Walt Disney Co,DIS,UPS Inc,UPS,Logistics Partner,1.58,Shipping,2023-02-01,6332700.57,,
Nike Inc,NKE,FedEx Corp,FDX,Logistics Partner,4.29,Express Delivery,2024-01-19,4709569.28,,
General Electric,GE,Accenture plc,ACN,Service Provider,1.5,Consulting,2024-02-06,8415657.77,"71776 Nicole Spur, West Diane, SD 82606",vickie.byrd@accentureplc.com
Coca-Cola Co,KO,DHL Express,DHL.DE,Logistics Partner,8.73,International Shipping,2022-06-01,7981678.07,,
Nike Inc,NKE,Deloitte,DLT,Service Provider,18.64,Audit,2025-08-18,7901660.68,,
Amazon.com Inc,AMZN,ServiceNow Inc,NOW,Service Provider,8.47,IT Service Management,2022-03-27,3992454.92,,
NVIDIA Corp,NVDA,Iron Mountain,IRM,Service Provider,4.47,Records Management,2025-02-07,8614758.04,"19655 Obrien Pass Apt. 693, Bradleychester, AL 68647",darrell.waller@ironmountain.com
Oracle Corp,ORCL,Google Cloud,GOOGL,Service Provider,5.27,Cloud Infrastructure,2024-08-08,9098407.0,"22356 Thomas Wall Apt. 175, West Cynthia, AL 59752",david.becker@googlecloud.com
Alphabet Inc,GOOGL,Workday Inc,WDAY,Service Provider,11.42,HR Software,2023-07-04,1317850.05,"461 Sanchez Wells Suite 151, East Diane, AK 78053",robert.nguyen@workdayinc.com
AMD Inc,AMD,Workday Inc,WDAY,Service Provider,3.03,HR Software,2022-01-19,5406014.79,"47539 Phyllis Mountain Apt. 542, Maryland, TX 83526",tina.butler@workdayinc.com
Cisco Systems,CSCO,Deloitte,DLT,Service Provider,13.75,Audit,2025-03-07,8529898.72,"755 Huang Throughway Apt. 250, East Bonniehaven, UT 84689",tyler.lopez@deloitte.com
Caterpillar Inc,CAT,IBM Corp,IBM,Service Provider,1.8,Cloud,2025-06-13,199691.72,"1571 Lynn Dam Apt. 701, Lake Matthewhaven, WI 74781",craig.patterson@ibmcorp.com
Starbucks Corp,SBUX,ServiceNow Inc,NOW,Service Provider,14.28,IT Service Management,2023-03-25,7394693.0,,dylan.khan@servicenowin.com
Amazon.com Inc,AMZN,Workday Inc,WDAY,Service Provider,2.13,Finance,2024-05-31,7199336.68,,anthony.king@workdayinc.com
Procter & Gamble,PG,Iron Mountain,IRM,Service Provider,5.37,Data Storage,2024-02-29,1365521.32,"926 Edward Island Suite 327, Cherylhaven, WA 82825",heather.cruz@ironmountain.com
General Motors,GM,SAP SE,SAP,Service Provider,14.91,ERP,2023-03-16,4076794.64,,jennifer.montes@sapse.com
Starbucks Corp,SBUX,IBM Corp,IBM,Service Provider,5.77,IT Infrastructure,2022-06-19,5023591.01,"08948 Smith Meadow Apt. 566, Davidhaven, NH 65456",david.mahoney@ibmcorp.com
Texas Instruments,TXN,SAP SE,SAP,Service Provider,15.21,ERP,2025-12-01,9490219.36,"773 Erica Courts Suite 787, New Kirstenchester, CT 49151",roy.chang@sapse.com
Coca-Cola Co,KO,,,Service Provider,6.42,Consulting,2025-04-18,2496008.04,,
Meta Platforms Inc,META,ServiceNow Inc,NOW,Service Provider,9.15,IT Service Management,2023-06-12,7776291.03,,mark.thomas@servicenowin.com
Oracle Corp,ORCL,Equinix Inc,EQIX,Service Provider,17.73,Data Center Colocation,2024-09-02,1787083.83,"334 Mccullough Island Suite 726, East Craigland, TN 66607",valerie.pierce@equinixinc.com
Costco Wholesale,COST,Iron Mountain,IRM,Service Provider,7.37,Records Management,2025-03-17,9928649.79,"33854 Joel Field, Perkinsmouth, DC 73157",aaron.romero@ironmountain.com
Tesla Inc,TSLA,Albemarle Corp,ALB,Direct Supplier,1.31,Lithium,2023-08-29,1254701.57,"080 Castaneda Forge Apt. 395, Johnmouth, ND 98741",samantha.hill@albemarlecor.com
Texas Instruments,TXN,IBM Corp,IBM,Service Provider,9.66,IT Infrastructure,2024-03-09,4071862.98,,
Ford Motor Co,F,Continental AG,CON.DE,Direct Supplier,18.09,Brake Systems,2023-04-12,7073584.54,,linda.whitaker@continentala.com
AMD Inc,AMD,Weyland-Yutani,WLND,Contract Manufacturer,11.39,IC Packaging,2022-01-06,8669672.59,"239 Timothy Light, New Hollychester, OH 21535",tiffany.lane@amkortechnol.com
Amazon.com Inc,AMZN,SAP SE,SAP,Service Provider,4.76,ERP,2024-03-31,3753785.45,"3378 Wilson Walks Suite 157, Odonnellfurt, AL 49606",sean.perkins@sapse.com
Broadcom Inc,AVGO,Entegris Inc,ENTG,Direct Supplier,-7.98,Filtration,2023-02-10,4280132.71,"9660 Jamie Terrace, New Cristianside, HI 48446",danielle.reynolds@entegrisinc.com
Procter & Gamble,PG,ServiceNow Inc,NOW,Service Provider,17.42,IT Service Management,2024-12-18,7084438.94,"Unit 3751 Box 4164, DPO AP 96554",danielle.franco@servicenowin.com
NVIDIA Corp,NVDA,Samsung Electronics,005930.KS,Contract Manufacturer,12.32,Foundry Services,2024-11-26,1394102.81,"306 Christina Loaf Apt. 845, South Terri, MT 76304",barbara.blair@samsungelect.com
Merck & Co,MRK,Lonza Group,LONN.SW,Contract Manufacturer,8.66,Biologics,2025-06-09,4629895.16,"9791 Kelly Forks Suite 975, Cookstad, KS 52038",linda.martin@lonzagroup.com
Starbucks Corp,SBUX,ServiceNow Inc,NOW,Service Provider,12.63,IT Service Management,2024-03-16,3019515.95,"PSC 7834, Box 7106, APO AE 87773",edward.wagner@servicenowin.com
Starbucks Corp,SBUX,DHL Express,DHL.DE,Logistics Partner,8.81,International Shipping,2024-12-11,277398.7,,
Apple Inc,AAPL,Sony Semiconductor,6758.T,Direct Supplier,16.29,Camera Modules,2025-09-23,169781.0,,robert.woods@sonysemicond.com
